id;src;num_pages;page_id;page_width;page_height;col;row;width;height;x1;y1;x2;y2;x3;y3;x4;y4;contents;contents_masked;correctclass;tag;description;alphabetic;numeric;symbolic;feature;rdt;rdr;rdb;rdl;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11
51883;darty25.tiff;1;1;2480;3508;287;1029;60;44;287;1029;347;1029;347;1073;287;1073;No.;AAS;undefined;OTHER;OTHER;2;0;1;[0.2933295324971494, 0.1157258064516129, 0.024193548387096774, 0.012542759407069556, 0.6666666666666666, 0.0, 0.3333333333333333];;0.004435483870967742;;-0.004032258064516129;0.2933295324971494;0.1157258064516129;0.024193548387096774;0.012542759407069556;0.6666666666666666;0.0;0.3333333333333333;;0.004435483870967742;;-0.004032258064516129
51884;darty25.tiff;1;1;2480;3508;358;1029;162;44;358;1029;520;1029;520;1073;358;1073;COM-266;AAASNNN;ONUM;ORDER_NUMBER;Order Number;3;3;1;[0.2933295324971494, 0.1443548387096774, 0.06532258064516129, 0.012542759407069556, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285];-0.043329532497149374;0.004435483870967742;0.02765108323831243;-0.004435483870967742;0.2933295324971494;0.1443548387096774;0.06532258064516129;0.012542759407069556;0.42857142857142855;0.42857142857142855;0.14285714285714285;-0.043329532497149374;0.004435483870967742;0.02765108323831243;-0.004435483870967742
51886;darty25.tiff;1;1;2480;3508;531;1029;45;44;531;1029;576;1029;576;1073;531;1073;du;AA;undefined;OTHER;OTHER;2;0;0;[0.2933295324971494, 0.21411290322580645, 0.018145161290322582, 0.012542759407069556, 1.0, 0.0, 0.0];;0.004435483870967742;0.02765108323831243;-0.004435483870967742;0.2933295324971494;0.21411290322580645;0.018145161290322582;0.012542759407069556;1.0;0.0;0.0;;0.004435483870967742;0.02765108323831243;-0.004435483870967742
51887;darty25.tiff;1;1;2480;3508;587;1029;41;44;587;1029;628;1029;628;1073;587;1073;23;NN;IDATE;INVOICE_DATE;Invoice Date;0;2;0;[0.2933295324971494, 0.23669354838709677, 0.01653225806451613, 0.012542759407069556, 0.0, 1.0, 0.0];;0.004435483870967742;;-0.004435483870967742;0.2933295324971494;0.23669354838709677;0.01653225806451613;0.012542759407069556;0.0;1.0;0.0;;0.004435483870967742;;-0.004435483870967742
51888;darty25.tiff;1;1;2480;3508;639;1029;64;44;639;1029;703;1029;703;1073;639;1073;dic,;AAAS;IDATE;INVOICE_DATE;Invoice Date;3;0;1;[0.2933295324971494, 0.25766129032258067, 0.025806451612903226, 0.012542759407069556, 0.75, 0.0, 0.25];-0.043329532497149374;0.004435483870967742;0.07354618015963511;-0.004435483870967742;0.2933295324971494;0.25766129032258067;0.025806451612903226;0.012542759407069556;0.75;0.0;0.25;-0.043329532497149374;0.004435483870967742;0.07354618015963511;-0.004435483870967742
51889;darty25.tiff;1;1;2480;3508;714;1029;83;44;714;1029;797;1029;797;1073;714;1073;1988;NNNN;IDATE;INVOICE_DATE;Invoice Date;0;4;0;[0.2933295324971494, 0.2879032258064516, 0.03346774193548387, 0.012542759407069556, 0.0, 1.0, 0.0];-0.043329532497149374;;;-0.004435483870967742;0.2933295324971494;0.2879032258064516;0.03346774193548387;0.012542759407069556;0.0;1.0;0.0;-0.043329532497149374;;;-0.004435483870967742
51890;darty25.tiff;1;1;2480;3508;183;1170;161;39;183;1170;344;1170;344;1209;183;1209;Référence;AAAAAAAAA;undefined;OTHER;OTHER;9;0;0;[0.33352337514253133, 0.07379032258064516, 0.06491935483870968, 0.011117445838084378, 1.0, 0.0, 0.0];-0.02765108323831243;0.04153225806451613;0.03477765108323831;;0.33352337514253133;0.07379032258064516;0.06491935483870968;0.011117445838084378;1.0;0.0;0.0;-0.02765108323831243;0.04153225806451613;0.03477765108323831;
51891;darty25.tiff;1;1;2480;3508;447;1170;55;39;447;1170;502;1170;502;1209;447;1209;Qté;AAA;undefined;OTHER;OTHER;3;0;0;[0.33352337514253133, 0.18024193548387096, 0.02217741935483871, 0.011117445838084378, 1.0, 0.0, 0.0];-0.02765108323831243;0.0024193548387096775;0.03477765108323831;-0.04153225806451613;0.33352337514253133;0.18024193548387096;0.02217741935483871;0.011117445838084378;1.0;0.0;0.0;-0.02765108323831243;0.0024193548387096775;0.03477765108323831;-0.04153225806451613
51892;darty25.tiff;1;1;2480;3508;508;1170;105;39;508;1170;613;1170;613;1209;508;1209;Libellé;AAAAAAA;undefined;OTHER;OTHER;7;0;0;[0.33352337514253133, 0.20483870967741935, 0.04233870967741935, 0.011117445838084378, 1.0, 0.0, 0.0];-0.02765108323831243;0.23911290322580644;0.03477765108323831;-0.0024193548387096775;0.33352337514253133;0.20483870967741935;0.04233870967741935;0.011117445838084378;1.0;0.0;0.0;-0.02765108323831243;0.23911290322580644;0.03477765108323831;-0.0024193548387096775
51893;darty25.tiff;1;1;2480;3508;1206;1170;135;39;1206;1170;1341;1170;1341;1209;1206;1209;Garantie;AAAAAAAA;undefined;OTHER;OTHER;8;0;0;[0.33352337514253133, 0.48629032258064514, 0.05443548387096774, 0.011117445838084378, 1.0, 0.0, 0.0];;0.07016129032258064;0.00028506271379703536;-0.23911290322580644;0.33352337514253133;0.48629032258064514;0.05443548387096774;0.011117445838084378;1.0;0.0;0.0;;0.07016129032258064;0.00028506271379703536;-0.23911290322580644
51894;darty25.tiff;1;1;2480;3508;1515;1170;79;39;1515;1170;1594;1170;1594;1209;1515;1209;Total;AAAAA;undefined;OTHER;OTHER;5;0;0;[0.33352337514253133, 0.6108870967741935, 0.03185483870967742, 0.011117445838084378, 1.0, 0.0, 0.0];-0.14224629418472065;0.004032258064516129;0.03477765108323831;-0.07016129032258064;0.33352337514253133;0.6108870967741935;0.03185483870967742;0.011117445838084378;1.0;0.0;0.0;-0.14224629418472065;0.004032258064516129;0.03477765108323831;-0.07016129032258064
51895;darty25.tiff;1;1;2480;3508;1604;1170;44;39;1604;1170;1648;1170;1648;1209;1604;1209;HT;AA;undefined;OTHER;OTHER;2;0;0;[0.33352337514253133, 0.646774193548387, 0.017741935483870968, 0.011117445838084378, 1.0, 0.0, 0.0];-0.16676168757126567;0.06612903225806452;;-0.004032258064516129;0.33352337514253133;0.646774193548387;0.017741935483870968;0.011117445838084378;1.0;0.0;0.0;-0.16676168757126567;0.06612903225806452;;-0.004032258064516129
51896;darty25.tiff;1;1;2480;3508;1812;1170;166;39;1812;1170;1978;1170;1978;1209;1812;1209;Base/Taux;AAAASAAAA;undefined;OTHER;OTHER;8;0;1;[0.33352337514253133, 0.7306451612903225, 0.06693548387096775, 0.011117445838084378, 0.8888888888888888, 0.0, 0.1111111111111111];;0.0625;0.00028506271379703536;-0.06612903225806452;0.33352337514253133;0.7306451612903225;0.06693548387096775;0.011117445838084378;0.8888888888888888;0.0;0.1111111111111111;;0.0625;0.00028506271379703536;-0.06612903225806452
51897;darty25.tiff;1;1;2480;3508;2133;1170;79;39;2133;1170;2212;1170;2212;1209;2133;1209;Total;AAAAA;undefined;OTHER;OTHER;5;0;0;[0.33352337514253133, 0.8600806451612903, 0.03185483870967742, 0.011117445838084378, 1.0, 0.0, 0.0];;0.004032258064516129;0.03477765108323831;-0.0625;0.33352337514253133;0.8600806451612903;0.03185483870967742;0.011117445838084378;1.0;0.0;0.0;;0.004032258064516129;0.03477765108323831;-0.0625
51898;darty25.tiff;1;1;2480;3508;2222;1170;64;39;2222;1170;2286;1170;2286;1209;2222;1209;TTC;AAA;undefined;OTHER;OTHER;3;0;0;[0.33352337514253133, 0.8959677419354839, 0.025806451612903226, 0.011117445838084378, 1.0, 0.0, 0.0];;;;-0.004032258064516129;0.33352337514253133;0.8959677419354839;0.025806451612903226;0.011117445838084378;1.0;0.0;0.0;;;;-0.004032258064516129
51899;darty25.tiff;1;1;2480;3508;1206;1210;85;39;1206;1210;1291;1210;1291;1249;1206;1249;Darty;AAAAA;undefined;OTHER;OTHER;5;0;0;[0.3449258836944128, 0.48629032258064514, 0.034274193548387094, 0.011117445838084378, 1.0, 0.0, 0.0];-0.00028506271379703536;0.21008064516129032;0.00028506271379703536;;0.3449258836944128;0.48629032258064514;0.034274193548387094;0.011117445838084378;1.0;0.0;0.0;-0.00028506271379703536;0.21008064516129032;0.00028506271379703536;
51900;darty25.tiff;1;1;2480;3508;1812;1210;66;39;1812;1210;1878;1210;1878;1249;1812;1249;TVA;AAA;undefined;OTHER;OTHER;3;0;0;[0.3449258836944128, 0.7306451612903225, 0.02661290322580645, 0.011117445838084378, 1.0, 0.0, 0.0];-0.00028506271379703536;0.004032258064516129;0.023375142531356898;-0.21008064516129032;0.3449258836944128;0.7306451612903225;0.02661290322580645;0.011117445838084378;1.0;0.0;0.0;-0.00028506271379703536;0.004032258064516129;0.023375142531356898;-0.21008064516129032
51901;darty25.tiff;1;1;2480;3508;1888;1210;40;39;1888;1210;1928;1210;1928;1249;1888;1249;ou;AA;undefined;OTHER;OTHER;2;0;0;[0.3449258836944128, 0.7612903225806451, 0.016129032258064516, 0.011117445838084378, 1.0, 0.0, 0.0];;0.004032258064516129;;-0.004032258064516129;0.3449258836944128;0.7612903225806451;0.016129032258064516;0.011117445838084378;1.0;0.0;0.0;;0.004032258064516129;;-0.004032258064516129
51902;darty25.tiff;1;1;2480;3508;1938;1210;68;39;1938;1210;2006;1210;2006;1249;1938;1249;TCA;AAA;undefined;OTHER;OTHER;3;0;0;[0.3449258836944128, 0.7814516129032258, 0.027419354838709678, 0.011117445838084378, 1.0, 0.0, 0.0];;;0.34720638540478904;-0.004032258064516129;0.3449258836944128;0.7814516129032258;0.027419354838709678;0.011117445838084378;1.0;0.0;0.0;;;0.34720638540478904;-0.004032258064516129
51903;darty25.tiff;1;1;2480;3508;1206;1250;135;39;1206;1250;1341;1250;1341;1289;1206;1289;jusqu'au;AAAAASAA;undefined;OTHER;OTHER;7;0;1;[0.3563283922462942, 0.48629032258064514, 0.05443548387096774, 0.011117445838084378, 0.875, 0.0, 0.125];-0.00028506271379703536;;0.011972633979475485;;0.3563283922462942;0.48629032258064514;0.05443548387096774;0.011117445838084378;0.875;0.0;0.125;-0.00028506271379703536;;0.011972633979475485;
51918;darty25.tiff;1;1;2480;3508;183;1331;240;38;183;1331;423;1331;423;1369;183;1369;8710103764588;NNNNNNNNNNNNN;SNO;SNO;SNO;0;13;0;[0.37941847206385404, 0.07379032258064516, 0.0967741935483871, 0.010832383124287344, 0.0, 1.0, 0.0];-0.03477765108323831;0.00967741935483871;0.033922462941847205;;0.37941847206385404;0.07379032258064516;0.0967741935483871;0.010832383124287344;0.0;1.0;0.0;-0.03477765108323831;0.00967741935483871;0.033922462941847205;
51919;darty25.tiff;1;1;2480;3508;447;1331;46;38;447;1331;493;1331;493;1369;447;1369;4.0;NSN;QTY;QUANTITY;Quantity;0;2;1;[0.37941847206385404, 0.18024193548387096, 0.018548387096774192, 0.010832383124287344, 0.0, 0.6666666666666666, 0.3333333333333333];-0.03477765108323831;0.006048387096774193;0.033922462941847205;-0.00967741935483871;0.37941847206385404;0.18024193548387096;0.018548387096774192;0.010832383124287344;0.0;0.6666666666666666;0.3333333333333333;-0.03477765108323831;0.006048387096774193;0.033922462941847205;-0.00967741935483871
51920;darty25.tiff;1;1;2480;3508;508;1331;96;38;508;1331;604;1331;604;1369;508;1369;Rasoir;AAAAAA;PD;PRODUCT_DESCRIPTION;Product Description;6;0;0;[0.37941847206385404, 0.20483870967741935, 0.03870967741935484, 0.010832383124287344, 1.0, 0.0, 0.0];-0.03477765108323831;0.0036290322580645163;0.00028506271379703536;-0.006048387096774193;0.37941847206385404;0.20483870967741935;0.03870967741935484;0.010832383124287344;1.0;0.0;0.0;-0.03477765108323831;0.0036290322580645163;0.00028506271379703536;-0.006048387096774193
51921;darty25.tiff;1;1;2480;3508;613;1331;144;38;613;1331;757;1331;757;1369;613;1369;électrique;AAAAAAAAAA;PD;PRODUCT_DESCRIPTION;Product Description;10;0;0;[0.37941847206385404, 0.24717741935483872, 0.05806451612903226, 0.010832383124287344, 1.0, 0.0, 0.0];-0.07354618015963511;0.004032258064516129;;-0.0036290322580645163;0.37941847206385404;0.24717741935483872;0.05806451612903226;0.010832383124287344;1.0;0.0;0.0;-0.07354618015963511;0.004032258064516129;;-0.0036290322580645163
51922;darty25.tiff;1;1;2480;3508;767;1331;98;38;767;1331;865;1331;865;1369;767;1369;Philips;AAAAAAA;PD;PRODUCT_DESCRIPTION;Product Description;7;0;0;[0.37941847206385404, 0.3092741935483871, 0.03951612903225806, 0.010832383124287344, 1.0, 0.0, 0.0];-0.12941847206385404;0.004032258064516129;0.00028506271379703536;-0.004032258064516129;0.37941847206385404;0.3092741935483871;0.03951612903225806;0.010832383124287344;1.0;0.0;0.0;-0.12941847206385404;0.004032258064516129;0.00028506271379703536;-0.004032258064516129
51923;darty25.tiff;1;1;2480;3508;875;1331;96;38;875;1331;971;1331;971;1369;875;1369;Rasoir;AAAAAA;PD;PRODUCT_DESCRIPTION;Product Description;6;0;0;[0.37941847206385404, 0.3528225806451613, 0.03870967741935484, 0.010832383124287344, 1.0, 0.0, 0.0];-0.23346636259977194;0.09475806451612903;0.00028506271379703536;-0.004032258064516129;0.37941847206385404;0.3528225806451613;0.03870967741935484;0.010832383124287344;1.0;0.0;0.0;-0.23346636259977194;0.09475806451612903;0.00028506271379703536;-0.004032258064516129
51928;darty25.tiff;1;1;2480;3508;1206;1331;37;38;1206;1331;1243;1331;1243;1369;1206;1369;23;NN;undefined;OTHER;OTHER;0;2;0;[0.37941847206385404, 0.48629032258064514, 0.014919354838709677, 0.010832383124287344, 0.0, 1.0, 0.0];-0.011972633979475485;0.004032258064516129;0.033922462941847205;-0.09475806451612903;0.37941847206385404;0.48629032258064514;0.014919354838709677;0.010832383124287344;0.0;1.0;0.0;-0.011972633979475485;0.004032258064516129;0.033922462941847205;-0.09475806451612903
51929;darty25.tiff;1;1;2480;3508;1253;1331;51;38;1253;1331;1304;1331;1304;1369;1253;1369;dic,;AAAS;undefined;OTHER;OTHER;3;0;1;[0.37941847206385404, 0.505241935483871, 0.02056451612903226, 0.010832383124287344, 0.75, 0.0, 0.25];;0.004032258064516129;0.033922462941847205;-0.004032258064516129;0.37941847206385404;0.505241935483871;0.02056451612903226;0.010832383124287344;0.75;0.0;0.25;;0.004032258064516129;0.033922462941847205;-0.004032258064516129
51930;darty25.tiff;1;1;2480;3508;1314;1331;74;38;1314;1331;1388;1331;1388;1369;1314;1369;1990;NNNN;undefined;OTHER;OTHER;0;4;0;[0.37941847206385404, 0.5298387096774193, 0.029838709677419355, 0.010832383124287344, 0.0, 1.0, 0.0];-0.21265678449258837;0.05120967741935484;0.033922462941847205;-0.004032258064516129;0.37941847206385404;0.5298387096774193;0.029838709677419355;0.010832383124287344;0.0;1.0;0.0;-0.21265678449258837;0.05120967741935484;0.033922462941847205;-0.004032258064516129
51931;darty25.tiff;1;1;2480;3508;1515;1331;101;38;1515;1331;1616;1331;1616;1369;1515;1369;158,63;NNNSNN;PTWTX;PRODUCT_TOTAL_PRICE_WITHOUT_TAX;Product Total Price without TAX;0;5;1;[0.37941847206385404, 0.6108870967741935, 0.0407258064516129, 0.010832383124287344, 0.0, 0.8333333333333334, 0.16666666666666666];-0.03477765108323831;0.07903225806451612;0.033922462941847205;-0.05120967741935484;0.37941847206385404;0.6108870967741935;0.0407258064516129;0.010832383124287344;0.0;0.8333333333333334;0.16666666666666666;-0.03477765108323831;0.07903225806451612;0.033922462941847205;-0.05120967741935484
51932;darty25.tiff;1;1;2480;3508;1812;1331;83;38;1812;1331;1895;1331;1895;1369;1812;1369;31,73;NNSNN;TXR;TAX_RATE;Tax Rate;0;4;1;[0.37941847206385404, 0.7306451612903225, 0.03346774193548387, 0.010832383124287344, 0.0, 0.8, 0.2];-0.023375142531356898;0.09596774193548387;0.011117445838084378;-0.07903225806451612;0.37941847206385404;0.7306451612903225;0.03346774193548387;0.010832383124287344;0.0;0.8;0.2;-0.023375142531356898;0.09596774193548387;0.011117445838084378;-0.07903225806451612
51933;darty25.tiff;1;1;2480;3508;2133;1331;101;38;2133;1331;2234;1331;2234;1369;2133;1369;190,36;NNNSNN;undefined;OTHER;OTHER;0;5;1;[0.37941847206385404, 0.8600806451612903, 0.0407258064516129, 0.010832383124287344, 0.0, 0.8333333333333334, 0.16666666666666666];-0.03477765108323831;;0.033922462941847205;-0.09596774193548387;0.37941847206385404;0.8600806451612903;0.0407258064516129;0.010832383124287344;0.0;0.8333333333333334;0.16666666666666666;-0.03477765108323831;;0.033922462941847205;-0.09596774193548387
51924;darty25.tiff;1;1;2480;3508;508;1370;148;38;508;1370;656;1370;656;1408;508;1408;Electrique;AAAAAAAAAA;PD;PRODUCT_DESCRIPTION;Product Description;10;0;0;[0.3905359179019384, 0.20483870967741935, 0.05967741935483871, 0.010832383124287344, 1.0, 0.0, 0.0];-0.00028506271379703536;0.0036290322580645163;0.02280501710376283;;0.3905359179019384;0.20483870967741935;0.05967741935483871;0.010832383124287344;1.0;0.0;0.0;-0.00028506271379703536;0.0036290322580645163;0.02280501710376283;
51925;darty25.tiff;1;1;2480;3508;665;1370;207;38;665;1370;872;1370;872;1408;665;1408;Rechargeable;AAAAAAAAAAAA;PD;PRODUCT_DESCRIPTION;Product Description;12;0;0;[0.3905359179019384, 0.26814516129032256, 0.08346774193548387, 0.010832383124287344, 1.0, 0.0, 0.0];-0.00028506271379703536;0.004032258064516129;0.02280501710376283;-0.0036290322580645163;0.3905359179019384;0.26814516129032256;0.08346774193548387;0.010832383124287344;1.0;0.0;0.0;-0.00028506271379703536;0.004032258064516129;0.02280501710376283;-0.0036290322580645163
51926;darty25.tiff;1;1;2480;3508;882;1370;11;38;882;1370;893;1370;893;1408;882;1408;-;S;PD;PRODUCT_DESCRIPTION;Product Description;0;0;1;[0.3905359179019384, 0.3556451612903226, 0.004435483870967742, 0.010832383124287344, 0.0, 0.0, 1.0];-0.00028506271379703536;0.0036290322580645163;0.02280501710376283;-0.004032258064516129;0.3905359179019384;0.3556451612903226;0.004435483870967742;0.010832383124287344;0.0;0.0;1.0;-0.00028506271379703536;0.0036290322580645163;0.02280501710376283;-0.004032258064516129
51927;darty25.tiff;1;1;2480;3508;902;1370;27;38;902;1370;929;1370;929;1408;902;1408;...;SSS;PD;PRODUCT_DESCRIPTION;Product Description;0;0;3;[0.3905359179019384, 0.36370967741935484, 0.010887096774193548, 0.010832383124287344, 0.0, 0.0, 1.0];;;;-0.0036290322580645163;0.3905359179019384;0.36370967741935484;0.010887096774193548;0.010832383124287344;0.0;0.0;1.0;;;;-0.0036290322580645163
51934;darty25.tiff;1;1;2480;3508;1812;1408;64;38;1812;1408;1876;1408;1876;1446;1812;1446;20.0;NNSN;undefined;OTHER;OTHER;0;3;1;[0.4013683010262258, 0.7306451612903225, 0.025806451612903226, 0.010832383124287344, 0.0, 0.75, 0.25];-0.011117445838084378;;0.011972633979475485;;0.4013683010262258;0.7306451612903225;0.025806451612903226;0.010832383124287344;0.0;0.75;0.25;-0.011117445838084378;;0.011972633979475485;
51935;darty25.tiff;1;1;2480;3508;183;1488;240;38;183;1488;423;1488;423;1526;183;1526;0761878978555;NNNNNNNNNNNNN;SNO;SNO;SNO;0;13;0;[0.4241733181299886, 0.07379032258064516, 0.0967741935483871, 0.010832383124287344, 0.0, 1.0, 0.0];-0.033922462941847205;0.00967741935483871;0.04503990877993159;;0.4241733181299886;0.07379032258064516;0.0967741935483871;0.010832383124287344;0.0;1.0;0.0;-0.033922462941847205;0.00967741935483871;0.04503990877993159;
51936;darty25.tiff;1;1;2480;3508;447;1488;46;38;447;1488;493;1488;493;1526;447;1526;4.0;NSN;QTY;QUANTITY;Quantity;0;2;1;[0.4241733181299886, 0.18024193548387096, 0.018548387096774192, 0.010832383124287344, 0.0, 0.6666666666666666, 0.3333333333333333];-0.033922462941847205;0.006048387096774193;0.04503990877993159;-0.00967741935483871;0.4241733181299886;0.18024193548387096;0.018548387096774192;0.010832383124287344;0.0;0.6666666666666666;0.3333333333333333;-0.033922462941847205;0.006048387096774193;0.04503990877993159;-0.00967741935483871
51937;darty25.tiff;1;1;2480;3508;508;1488;114;38;508;1488;622;1488;622;1526;508;1526;Casque;AAAAAA;PD;PRODUCT_DESCRIPTION;Product Description;6;0;0;[0.4241733181299886, 0.20483870967741935, 0.04596774193548387, 0.010832383124287344, 1.0, 0.0, 0.0];-0.02280501710376283;0.004032258064516129;0.00028506271379703536;-0.006048387096774193;0.4241733181299886;0.20483870967741935;0.04596774193548387;0.010832383124287344;1.0;0.0;0.0;-0.02280501710376283;0.004032258064516129;0.00028506271379703536;-0.006048387096774193
51938;darty25.tiff;1;1;2480;3508;632;1488;94;38;632;1488;726;1488;726;1526;632;1526;gamer;AAAAA;PD;PRODUCT_DESCRIPTION;Product Description;5;0;0;[0.4241733181299886, 0.25483870967741934, 0.03790322580645161, 0.010832383124287344, 1.0, 0.0, 0.0];-0.02280501710376283;0.004032258064516129;;-0.004032258064516129;0.4241733181299886;0.25483870967741934;0.03790322580645161;0.010832383124287344;1.0;0.0;0.0;-0.02280501710376283;0.004032258064516129;;-0.004032258064516129
51939;darty25.tiff;1;1;2480;3508;736;1488;101;38;736;1488;837;1488;837;1526;736;1526;Antlion;AAAAAAA;PD;PRODUCT_DESCRIPTION;Product Description;7;0;0;[0.4241733181299886, 0.2967741935483871, 0.0407258064516129, 0.010832383124287344, 1.0, 0.0, 0.0];;0.004032258064516129;0.00028506271379703536;-0.004032258064516129;0.4241733181299886;0.2967741935483871;0.0407258064516129;0.010832383124287344;1.0;0.0;0.0;;0.004032258064516129;0.00028506271379703536;-0.004032258064516129
51940;darty25.tiff;1;1;2480;3508;847;1488;85;38;847;1488;932;1488;932;1526;847;1526;Audio;AAAAA;PD;PRODUCT_DESCRIPTION;Product Description;5;0;0;[0.4241733181299886, 0.34153225806451615, 0.034274193548387094, 0.010832383124287344, 1.0, 0.0, 0.0];-0.02280501710376283;0.11048387096774194;0.00028506271379703536;-0.004032258064516129;0.4241733181299886;0.34153225806451615;0.034274193548387094;0.010832383124287344;1.0;0.0;0.0;-0.02280501710376283;0.11048387096774194;0.00028506271379703536;-0.004032258064516129
51946;darty25.tiff;1;1;2480;3508;1206;1488;37;38;1206;1488;1243;1488;1243;1526;1206;1526;23;NN;undefined;OTHER;OTHER;0;2;0;[0.4241733181299886, 0.48629032258064514, 0.014919354838709677, 0.010832383124287344, 0.0, 1.0, 0.0];-0.033922462941847205;0.004032258064516129;0.04503990877993159;-0.11048387096774194;0.4241733181299886;0.48629032258064514;0.014919354838709677;0.010832383124287344;0.0;1.0;0.0;-0.033922462941847205;0.004032258064516129;0.04503990877993159;-0.11048387096774194
51947;darty25.tiff;1;1;2480;3508;1253;1488;51;38;1253;1488;1304;1488;1304;1526;1253;1526;dic,;AAAS;undefined;OTHER;OTHER;3;0;1;[0.4241733181299886, 0.505241935483871, 0.02056451612903226, 0.010832383124287344, 0.75, 0.0, 0.25];-0.033922462941847205;0.004032258064516129;0.04503990877993159;-0.004032258064516129;0.4241733181299886;0.505241935483871;0.02056451612903226;0.010832383124287344;0.75;0.0;0.25;-0.033922462941847205;0.004032258064516129;0.04503990877993159;-0.004032258064516129
51948;darty25.tiff;1;1;2480;3508;1314;1488;74;38;1314;1488;1388;1488;1388;1526;1314;1526;1990;NNNN;undefined;OTHER;OTHER;0;4;0;[0.4241733181299886, 0.5298387096774193, 0.029838709677419355, 0.010832383124287344, 0.0, 1.0, 0.0];-0.033922462941847205;0.05120967741935484;0.04503990877993159;-0.004032258064516129;0.4241733181299886;0.5298387096774193;0.029838709677419355;0.010832383124287344;0.0;1.0;0.0;-0.033922462941847205;0.05120967741935484;0.04503990877993159;-0.004032258064516129
51949;darty25.tiff;1;1;2480;3508;1515;1488;101;38;1515;1488;1616;1488;1616;1526;1515;1526;255,47;NNNSNN;PTWTX;PRODUCT_TOTAL_PRICE_WITHOUT_TAX;Product Total Price without TAX;0;5;1;[0.4241733181299886, 0.6108870967741935, 0.0407258064516129, 0.010832383124287344, 0.0, 0.8333333333333334, 0.16666666666666666];-0.033922462941847205;0.07903225806451612;0.04503990877993159;-0.05120967741935484;0.4241733181299886;0.6108870967741935;0.0407258064516129;0.010832383124287344;0.0;0.8333333333333334;0.16666666666666666;-0.033922462941847205;0.07903225806451612;0.04503990877993159;-0.05120967741935484
51950;darty25.tiff;1;1;2480;3508;1812;1488;83;38;1812;1488;1895;1488;1895;1526;1812;1526;51,09;NNSNN;TXR;TAX_RATE;Tax Rate;0;4;1;[0.4241733181299886, 0.7306451612903225, 0.03346774193548387, 0.010832383124287344, 0.0, 0.8, 0.2];-0.011972633979475485;0.09596774193548387;0.022234891676168756;-0.07903225806451612;0.4241733181299886;0.7306451612903225;0.03346774193548387;0.010832383124287344;0.0;0.8;0.2;-0.011972633979475485;0.09596774193548387;0.022234891676168756;-0.07903225806451612
51951;darty25.tiff;1;1;2480;3508;2133;1488;101;38;2133;1488;2234;1488;2234;1526;2133;1526;306,56;NNNSNN;undefined;OTHER;OTHER;0;5;1;[0.4241733181299886, 0.8600806451612903, 0.0407258064516129, 0.010832383124287344, 0.0, 0.8333333333333334, 0.16666666666666666];-0.033922462941847205;;0.04503990877993159;-0.09596774193548387;0.4241733181299886;0.8600806451612903;0.0407258064516129;0.010832383124287344;0.0;0.8333333333333334;0.16666666666666666;-0.033922462941847205;;0.04503990877993159;-0.09596774193548387
51941;darty25.tiff;1;1;2480;3508;508;1527;174;38;508;1527;682;1527;682;1565;508;1565;Microphone;AAAAAAAAAA;PD;PRODUCT_DESCRIPTION;Product Description;10;0;0;[0.435290763968073, 0.20483870967741935, 0.07016129032258064, 0.010832383124287344, 1.0, 0.0, 0.0];-0.00028506271379703536;0.0036290322580645163;0.033922462941847205;;0.435290763968073;0.20483870967741935;0.07016129032258064;0.010832383124287344;1.0;0.0;0.0;-0.00028506271379703536;0.0036290322580645163;0.033922462941847205;
51942;darty25.tiff;1;1;2480;3508;691;1527;113;38;691;1527;804;1527;804;1565;691;1565;AntLion;AAAAAAA;PD;PRODUCT_DESCRIPTION;Product Description;7;0;0;[0.435290763968073, 0.2786290322580645, 0.045564516129032256, 0.010832383124287344, 1.0, 0.0, 0.0];-0.00028506271379703536;0.004032258064516129;0.033922462941847205;-0.0036290322580645163;0.435290763968073;0.2786290322580645;0.045564516129032256;0.010832383124287344;1.0;0.0;0.0;-0.00028506271379703536;0.004032258064516129;0.033922462941847205;-0.0036290322580645163
51943;darty25.tiff;1;1;2480;3508;814;1527;85;38;814;1527;899;1527;899;1565;814;1565;Audio;AAAAA;PD;PRODUCT_DESCRIPTION;Product Description;5;0;0;[0.435290763968073, 0.3282258064516129, 0.034274193548387094, 0.010832383124287344, 1.0, 0.0, 0.0];-0.00028506271379703536;0.0036290322580645163;0.033922462941847205;-0.004032258064516129;0.435290763968073;0.3282258064516129;0.034274193548387094;0.010832383124287344;1.0;0.0;0.0;-0.00028506271379703536;0.0036290322580645163;0.033922462941847205;-0.004032258064516129
51944;darty25.tiff;1;1;2480;3508;908;1527;116;38;908;1527;1024;1527;1024;1565;908;1565;ModMic;AAAAAA;PD;PRODUCT_DESCRIPTION;Product Description;6;0;0;[0.435290763968073, 0.36612903225806454, 0.0467741935483871, 0.010832383124287344, 1.0, 0.0, 0.0];;;;-0.0036290322580645163;0.435290763968073;0.36612903225806454;0.0467741935483871;0.010832383124287344;1.0;0.0;0.0;;;;-0.0036290322580645163
